Total Cases,Deaths,Recovered,Total Cases Number,Deaths Number,Recovered Number,Date,Currently Positive,Currently Positive Number
9.155326007276102e-07,2.3418899459059575e-08,7.46477420257524e-08,1251,32,102,3/30/20,8.174659592427983e-07,1117
1.0223813295095696e-06,2.561442128334641e-08,9.001639479576025e-08,1397,35,123,3/31/20,9.067505134304629e-07,1239
1.4622175349750321e-06,4.244675526954548e-08,1.0831240999815053e-07,1998,58,148,4/1/20,1.3114583697073362e-06,1792
1.8610706663871406e-06,5.269252378288404e-08,1.3978155614626184e-07,2543,72,191,4/2/20,1.6685965864579946e-06,2280
1.8786348409814353e-06,5.269252378288404e-08,1.4051339675435745e-07,2567,72,192,4/3/20,1.685428920444194e-06,2303
2.255532754150675e-06,6.293829229622261e-08,1.6759149925389507e-07,3082,86,229,4/4/20,2.0250029626005574e-06,2767
2.625844101847055e-06,7.245222020146557e-08,1.6759149925389507e-07,3588,99,229,4/5/20,2.3858003823916943e-06,3260
3.496734425480833e-06,9.953032270100319e-08,2.744402280358544e-07,4778,136,375,4/6/20,3.1227638747439753e-06,4267
3.886805469595794e-06,1.0977609121434176e-07,3.081048960082525e-07,5311,150,421,4/7/20,3.4689244823731994e-06,4740
4.329569037493639e-06,1.302676282410189e-07,3.7031134769637956e-07,5916,178,506,4/8/20,3.828990061556241e-06,5232
4.921628089442989e-06,1.6539597742960826e-07,4.537411770192793e-07,6725,226,620,4/9/20,4.302490934994102e-06,5879
5.560524940310458e-06,1.800327895915205e-07,5.664446306660035e-07,7598,246,774,4/10/20,4.814047520052934e-06,6578
